2026-07-19 06:08:01 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'TLMUSDT', 'level': 0.001661, 'approach_count': 7, 'block_threshold': 4}
2026-07-19 12:14:27 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.67'}
2026-07-19 12:14:27 | INFO | trading.strategy2_signal_filter:check:988 | S2 signal passed all filters | {'symbol': 'AKEUSDT', 'level': 0.0017646, 'level_type': 'pump_base', 'strength': 5, 'p_bounce': 0.923, 'sl': 0.0017431, 'tp1': 0.00178048, 'tp2': 0.00182078, 'rr': 0.74, 'phase': 'drop_tradeable', 'pos_struct_pct': 42.4, 'pos_local_pct': -11.2, 'struct_range': [0.0014645, 0.0021728], 'approach_speed_pct': -1.1711, 'red_candles_streak': 1, 'phase_streak_checks': 60, 'phase_streak_seconds': 32178.7, 'bleed_in_last_12': 0, 'seconds_since_bleed': None, 'phase_seq': 'dddddddddddd', 'hours_since_pump_peak': 12.0, 'vol_decay': 0.68, 'natr_now_pct': 2.83, 'natr_1m': 0.796, 'natr_5m': 2.144, 'natr_15m': 3.051, 'candle_staleness_sec': 27.0, 'bot_version': '2026-07-18.1'}
2026-07-19 12:14:27 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'AKEUSDT', 'level': 0.0017646, 'distance_pct': 1.3694036107540104}
2026-07-19 12:14:28 | INFO | trading.strategy2_live:_open_grid:784 | S2Live: SL order placed | {'trade_id': '59cfd148-378b-4c4a-af12-95c2def9e154', 'symbol': 'AKEUSDT', 'sl_order_id': 'f9155c3b-bcb7-4bca-a8a9-4f658d330a45', 'trigger': 0.0017431, 'qty': 113400.0}
2026-07-19 12:14:28 | INFO | bot.telegram:send_close_with_chart:1480 | chart candles available: AKEUSDT 300 | {}
2026-07-19 12:14:28 | INFO | trading.strategy2_live:_open_grid:817 | S2Live grid opened | {'trade_id': '59cfd148-378b-4c4a-af12-95c2def9e154', 'symbol': 'AKEUSDT', 'orders': 2}
2026-07-19 12:14:32 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'USUSDT', 'level': 0.044259, 'approach_count': 4, 'block_threshold': 4}
2026-07-19 12:14:37 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'HOMEUSDT', 'level': 0.00811, 'approach_count': 6, 'block_threshold': 4}
2026-07-19 12:14:47 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'USUSDT', 'level': 0.044259, 'approach_count': 4, 'block_threshold': 4}
2026-07-19 12:14:57 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'HOMEUSDT', 'level': 0.00811, 'approach_count': 6, 'block_threshold': 4}
2026-07-19 12:15:02 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'USUSDT', 'level': 0.044259, 'approach_count': 4, 'block_threshold': 4}
2026-07-19 12:15:17 | INFO | __main__:_proximity_loop:1381 | Weak level touch resolved | {'symbol': 'USUSDT', 'level': 0.044626, 'event': 'bounce', 'fill_depth': 0.0}
2026-07-19 12:15:17 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.53'}
2026-07-19 12:15:17 | INFO | trading.strategy2_signal_filter:check:988 | S2 signal passed all filters | {'symbol': 'USUSDT', 'level': 0.044259, 'level_type': 'consolidation_base', 'strength': 3, 'p_bounce': 0.908, 'sl': 0.04362322, 'tp1': 0.04474585, 'tp2': 0.04574829, 'rr': 0.77, 'phase': 'drop_tradeable', 'pos_struct_pct': 53.2, 'pos_local_pct': -7.8, 'struct_range': [0.03738, 0.0503], 'approach_speed_pct': -0.282, 'red_candles_streak': 0, 'phase_streak_checks': 2, 'phase_streak_seconds': 25395.1, 'bleed_in_last_12': 0, 'seconds_since_bleed': None, 'phase_seq': 'ffffffffffdd', 'hours_since_pump_peak': 18.5, 'vol_decay': 0.87, 'natr_now_pct': 1.93, 'natr_1m': 0.663, 'natr_5m': 1.76, 'natr_15m': 3.305, 'candle_staleness_sec': 17.6, 'bot_version': '2026-07-18.1'}
2026-07-19 12:15:18 | INFO | trading.strategy2_live:_open_grid:784 | S2Live: SL order placed | {'trade_id': '107631de-9839-4e52-9b93-494e899c7b9f', 'symbol': 'USUSDT', 'sl_order_id': '50837f58-3646-4ed0-9726-76f3d45f7fe2', 'trigger': 0.043623, 'qty': 4530.0}
2026-07-19 12:15:18 | INFO | bot.telegram:send_close_with_chart:1480 | chart candles available: USUSDT 300 | {}
2026-07-19 12:15:19 | INFO | trading.strategy2_live:_open_grid:817 | S2Live grid opened | {'trade_id': '107631de-9839-4e52-9b93-494e899c7b9f', 'symbol': 'USUSDT', 'orders': 2}
2026-07-19 12:15:37 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'HOMEUSDT', 'level': 0.008254925373134329, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-19 12:15:37 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'HOMEUSDT', 'level': 0.00811}
2026-07-19 12:15:37 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'HOMEUSDT', 'level': 0.00811, 'approach_count': 6, 'block_threshold': 4}
2026-07-19 12:15:37 | INFO | trading.strategy2_signal_filter:check:545 | S2: level marked dead, monitor will stop sending proximity | {'symbol': 'HOMEUSDT', 'level': 0.00811, 'approach_count': 6}
2026-07-19 12:15:37 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'HOMEUSDT', 'resistance': 0.008254925373134329, 'from_support': 0.00811}
2026-07-19 12:15:38 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'HOMEUSDT', 'level': 0.008254925373134329, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-19 12:16:18 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'AKEUSDT', 'level': 0.0018234985294117646, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-19 12:16:18 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'AKEUSDT', 'resistance': 0.0018234985294117646, 'from_support': 0.0017646}
2026-07-19 12:16:18 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'AKEUSDT', 'level': 0.0018234985294117646, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-19 12:17:38 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'TLMUSDT', 'level': 0.002035, 'current': 0.002417, 'distance_pct': 15.8}
2026-07-19 12:17:38 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'TLMUSDT', 'level': 0.002035}
2026-07-19 12:17:39 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'TLMUSDT', 'level': 0.00214868, 'close_below': 24}
2026-07-19 12:18:19 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0017646, 'approach_count': 4, 'block_threshold': 4}
2026-07-19 12:18:19 | INFO | trading.strategy2_signal_filter:check:545 | S2: level marked dead, monitor will stop sending proximity | {'symbol': 'AKEUSDT', 'level': 0.0017646, 'approach_count': 4}
2026-07-19 12:18:35 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0017646, 'approach_count': 4, 'block_threshold': 4}
2026-07-19 12:18:50 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0017646, 'approach_count': 4, 'block_threshold': 4}
2026-07-19 12:19:05 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0017646, 'approach_count': 4, 'block_threshold': 4}
2026-07-19 12:19:10 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'AKEUSDT', 'level': 0.0018175729166666668, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-19 12:19:10 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'AKEUSDT', 'level': 0.0017646}
2026-07-19 12:19:10 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'AKEUSDT', 'resistance': 0.0018175729166666668, 'from_support': 0.0017646}
2026-07-19 12:19:10 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'AKEUSDT', 'level': 0.0018175729166666668, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-19 12:19:32 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'AKEUSDT', 'level': 0.0017309, 'type': 'pump_base', 'strength': 5, 'dist_atr': 2.05}
2026-07-19 12:19:32 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BANKUSDT', 'level': 0.1634, 'type': 'pump_base', 'strength': 4, 'dist_atr': 1.3}
2026-07-19 12:19:32 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'AKEUSDT', 'level': 0.0017309, 'strength': 5}
2026-07-19 12:19:32 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'BANKUSDT', 'level': 0.14086, 'strength': 3}
2026-07-19 12:21:32 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'ESPORTSUSDT', 'level': 0.0368, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.55}
2026-07-19 12:21:32 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'ESPORTSUSDT', 'level': 0.0368, 'close_below': 27}
2026-07-19 12:22:38 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'BANKUSDT', 'level': 0.14086, 'current': 0.17326, 'distance_pct': 18.7}
2026-07-19 12:22:38 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'BANKUSDT', 'level': 0.14086}
2026-07-19 12:23:02 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'TLMUSDT', 'level': 0.002124, 'type': 'pump_base', 'strength': 5, 'dist_atr': 3.66}
2026-07-19 12:23:02 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'TLMUSDT', 'level': 0.00209968, 'close_below': 9}
2026-07-19 12:23:07 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 3, 'new': 0}
2026-07-19 12:24:03 | INFO | __main__:_proximity_loop:1381 | Weak level touch resolved | {'symbol': 'USUSDT', 'level': 0.044626, 'event': 'bounce', 'fill_depth': 0.04929861515708597}
2026-07-19 12:24:34 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'AKEUSDT', 'level': 0.0017309, 'distance_pct': 1.8819794796213332}
2026-07-19 12:24:56 | INFO | trading.strategy2_live:_sync_grid_fills:1629 | S2Live: grid order filled | {'trade_id': '59cfd148-378b-4c4a-af12-95c2def9e154', 'symbol': 'AKEUSDT', 'index': 1, 'fill_price': 0.0017752}
2026-07-19 12:24:56 | INFO | trading.strategy2_live:_sync_grid_fills:1629 | S2Live: grid order filled | {'trade_id': '59cfd148-378b-4c4a-af12-95c2def9e154', 'symbol': 'AKEUSDT', 'index': 2, 'fill_price': 0.0017487}
2026-07-19 12:24:57 | INFO | trading.strategy2_live:_reconcile_one:1468 | S2Live reconcile: synced | {'trade_id': '59cfd148-378b-4c4a-af12-95c2def9e154', 'symbol': 'AKEUSDT', 'updates': {'bybit_position_qty': 57100.0}}
2026-07-19 12:25:00 | INFO | trading.strategy2_live:_partial_close_tp1:2347 | S2Live: partial TP1 — 50% closed, trailing remainder | {'trade_id': '59cfd148-378b-4c4a-af12-95c2def9e154', 'symbol': 'AKEUSDT', 'closed_qty': 28500.0, 'remainder': 28600.0, 'order_id': 'e4f742b5-5d5f-4604-ac0d-29d8fb7b40d7'}
2026-07-19 12:25:00 | INFO | trading.strategy2_live:_check_tp_trailing:2436 | S2Live: TP1 hit — trailing activated | {'trade_id': '59cfd148-378b-4c4a-af12-95c2def9e154', 'symbol': 'AKEUSDT', 'peak': 0.00178048, 'trailing_stop': 0.00176924}
2026-07-19 12:25:05 | INFO | trading.strategy2_live:_check_tp_trailing:2461 | S2Live: trailing stop hit | {'trade_id': '59cfd148-378b-4c4a-af12-95c2def9e154', 'symbol': 'AKEUSDT', 'trailing_stop': 0.00176924, 'current_price': 0.0017603}
2026-07-19 12:25:05 | WARNING | trading.bybit_client:cancel_order:247 | bybit cancel_order unexpected response | {'symbol': 'AKEUSDT', 'order_id': 'f9155c3b-bcb7-4bca-a8a9-4f658d330a45', 'resp': {'retCode': 110001, 'retMsg': 'order not exists or too late to cancel', 'result': {}, 'retExtInfo': {}, 'time': 1784463905163}}
2026-07-19 12:25:06 | INFO | trading.strategy2_live:_limit_then_market_sell:909 | S2Live[H1]: limit close placed | {'trade_id': '59cfd148-378b-4c4a-af12-95c2def9e154', 'symbol': 'AKEUSDT', 'attempt': 1, 'price': 0.0017575, 'qty': 28600.0, 'reason': 'trailing_stop'}
2026-07-19 12:25:08 | WARNING | trading.bybit_client:cancel_order:247 | bybit cancel_order unexpected response | {'symbol': 'AKEUSDT', 'order_id': '0dcccf60-5113-4ee0-87c5-30e92462a1c0', 'resp': {'retCode': 110001, 'retMsg': 'order not exists or too late to cancel', 'result': {}, 'retExtInfo': {}, 'time': 1784463908433}}
2026-07-19 12:25:11 | INFO | bot.telegram:send_close_with_chart:1480 | chart candles available: AKEUSDT 300 | {}
2026-07-19 12:25:14 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.66'}
2026-07-19 12:25:19 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.66'}
2026-07-19 12:25:35 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.66'}
2026-07-19 12:25:50 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.66'}
2026-07-19 12:25:58 | INFO | bot.telegram:send_close_with_chart:1480 | chart candles available: USUSDT 300 | {}
2026-07-19 12:25:59 | INFO | trading.strategy2_live:_reconcile_one:1289 | S2Live reconcile: no position, no fills — closed | {'trade_id': '107631de-9839-4e52-9b93-494e899c7b9f', 'symbol': 'USUSDT'}
2026-07-19 12:26:10 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'AKEUSDT', 'level': 0.00175815, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-19 12:26:10 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'AKEUSDT', 'level': 0.0017309}
2026-07-19 12:26:10 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'AKEUSDT', 'resistance': 0.00175815, 'from_support': 0.0017309}
2026-07-19 12:26:10 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'AKEUSDT', 'level': 0.00175815, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-19 12:26:25 | INFO | __main__:_proximity_loop:1381 | Weak level touch resolved | {'symbol': 'USUSDT', 'level': 0.044626, 'event': 'bounce', 'fill_depth': 0.0}
2026-07-19 12:31:08 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.53'}
2026-07-19 12:31:08 | INFO | trading.strategy2_signal_filter:check:988 | S2 signal passed all filters | {'symbol': 'USUSDT', 'level': 0.044259, 'level_type': 'consolidation_base', 'strength': 3, 'p_bounce': 0.908, 'sl': 0.04376275, 'tp1': 0.04464304, 'tp2': 0.04538114, 'rr': 0.77, 'phase': 'drop_tradeable', 'pos_struct_pct': 53.2, 'pos_local_pct': -6.8, 'struct_range': [0.03738, 0.0503], 'approach_speed_pct': 0.5854, 'red_candles_streak': 0, 'phase_streak_checks': 3, 'phase_streak_seconds': 26346.4, 'bleed_in_last_12': 0, 'seconds_since_bleed': None, 'phase_seq': 'fffffffffddd', 'hours_since_pump_peak': 18.8, 'vol_decay': 0.7, 'natr_now_pct': 1.55, 'natr_1m': 0.499, 'natr_5m': 1.249, 'natr_15m': 3.276, 'candle_staleness_sec': 69.0, 'bot_version': '2026-07-18.1'}
2026-07-19 12:31:10 | INFO | trading.strategy2_live:_open_grid:784 | S2Live: SL order placed | {'trade_id': '2d819e31-0da3-4393-b6af-beac7ee092bf', 'symbol': 'USUSDT', 'sl_order_id': '02e41ae2-8aa2-4c74-a81c-8d4107f4daa4', 'trigger': 0.043763, 'qty': 4520.0}
2026-07-19 12:31:10 | INFO | bot.telegram:send_close_with_chart:1480 | chart candles available: USUSDT 300 | {}
2026-07-19 12:31:10 | INFO | trading.strategy2_live:_open_grid:817 | S2Live grid opened | {'trade_id': '2d819e31-0da3-4393-b6af-beac7ee092bf', 'symbol': 'USUSDT', 'orders': 2}
2026-07-19 12:31:14 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'ESPORTSUSDT'}
2026-07-19 12:31:14 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'ESPORTSUSDT', 'level': 0.036028, 'close_below': 15}
2026-07-19 12:33:11 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 4, 'new': 0}
2026-07-19 12:41:31 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'AKEUSDT'}
2026-07-19 12:41:31 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'AKEUSDT', 'level': 0.0018113, 'close_below': 16}
2026-07-19 12:42:00 | INFO | bot.telegram:send_close_with_chart:1480 | chart candles available: USUSDT 300 | {}
2026-07-19 12:42:00 | INFO | trading.strategy2_live:_reconcile_one:1289 | S2Live reconcile: no position, no fills — closed | {'trade_id': '2d819e31-0da3-4393-b6af-beac7ee092bf', 'symbol': 'USUSDT'}
2026-07-19 12:43:02 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'USUSDT'}
2026-07-19 12:43:02 | INFO | __main__:_run_phase1:575 | Replaced old monitor with closer level | {'symbol': 'USUSDT', 'old': 0.044259, 'new': 0.045715}
2026-07-19 12:43:02 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'USUSDT', 'level': 0.044259}
2026-07-19 12:43:02 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'USUSDT', 'level': 0.045715, 'close_below': 24}
2026-07-19 12:43:15 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 4, 'new': 0}
2026-07-19 12:47:33 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'SYNUSDT', 'level': 0.2056, 'type': 'pump_base', 'strength': 5, 'dist_atr': 2.03}
2026-07-19 12:47:33 | INFO | __main__:_run_phase1:414 | Pump degraded, skipping monitoring | {'symbol': 'SYNUSDT', 'health': 40, 'broken': 0, 'correction': '146%'}
2026-07-19 12:48:26 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'TLMUSDT'}
2026-07-19 12:48:26 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'TLMUSDT', 'level': 0.0021058, 'strength': 4}
2026-07-19 12:49:33 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BANKUSDT', 'level': 0.17747, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.72}
2026-07-19 12:49:33 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'BANKUSDT', 'level': 0.17747, 'close_below': 17}
2026-07-19 12:51:33 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'USUSDT', 'level': 0.045725, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.54}
2026-07-19 12:51:33 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'ESPORTSUSDT', 'level': 0.0368, 'type': 'pump_base', 'strength': 5, 'dist_atr': 3.01}
